,DATE,LATITUDE_F,LONGITUDE_F,LATITUDE_W,LONGITUDE_W,FIRE_SIZE,FIRE_SIZE_CLASS,STAT_CAUSE_DESCR,T,TMAX,TMIN,PREC,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M
692,2013-07-09,37.95323,-121.9515,35.25,-113.75,0.1,A,Missing/Undefined,30.42,36.82,22.54,0.0,20.77,88.01,1.04,5.09,3.27
693,2013-07-16,36.9265,-121.5445,35.25,-113.75,17.0,C,Miscellaneous,28.06,33.9,21.94,1.65,37.13,87.7,2.66,7.6,5.02
694,2013-07-02,34.41631426,-118.9331382,35.25,-113.75,0.1,A,Miscellaneous,30.87,37.71,23.79,0.25,21.78,87.76,1.91,7.48,4.38
695,2013-07-21,37.088907,-121.599211,35.25,-113.75,1.0,B,Missing/Undefined,23.26,26.17,20.31,1.84,73.61,87.68,0.87,3.42,2.26
696,2013-07-15,37.367038,-119.630439,35.25,-113.75,1.5,B,Miscellaneous,28.88,34.48,23.93,3.31,37.74,87.54,1.93,3.5,2.48
697,2013-07-04,37.73293276,-120.9268176,35.25,-113.75,0.2,A,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
698,2013-07-28,34.19941578,-118.6783603,35.25,-113.75,1.0,B,Missing/Undefined,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
699,2013-07-31,34.666666,-118.95,35.25,-113.75,0.11,A,Missing/Undefined,28.05,34.83,21.3,0.0,31.96,88.07,2.06,7.41,4.41
700,2013-07-26,38.013996,-121.919591,35.25,-113.75,3.0,B,Missing/Undefined,25.55,30.72,22.16,3.67,60.42,88.16,1.33,4.63,2.75
701,2013-07-07,34.304722,-117.3125,35.25,-113.75,0.1,A,Miscellaneous,30.9,38.44,22.47,0.05,22.69,87.46,1.85,6.71,4.01
702,2013-07-25,37.86828982,-122.5104335,35.25,-113.75,0.01,A,Missing/Undefined,28.45,34.48,22.74,5.45,44.06,87.91,1.96,4.75,3.63
703,2013-07-28,36.574883,-118.046383,35.25,-113.75,0.2,A,Miscellaneous,27.03,32.67,22.06,2.06,48.4,87.54,0.24,4.91,2.48
704,2013-07-30,35.01668333,-118.01668329999998,35.25,-113.75,0.1,A,Missing/Undefined,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
705,2013-07-27,37.08890142,-122.0897218,35.25,-113.75,0.05,A,Missing/Undefined,26.51,31.57,20.65,6.15,51.98,87.85,0.13,5.75,3.13
706,2013-07-23,34.8641407,-120.4472365,35.25,-113.75,0.15,A,Missing/Undefined,26.57,31.51,20.9,1.14,48.26,87.85,0.59,2.7,1.84
707,2013-07-30,34.733333,-120.383333,35.25,-113.75,0.25,A,Missing/Undefined,27.44,35.09,18.78,0.0,30.24,88.21,2.23,7.15,4.48
708,2013-07-04,41.806588,-124.18443899999998,35.25,-113.75,1.0,B,Missing/Undefined,31.1,37.51,24.47,0.2,19.61,87.37,2.81,7.93,4.85
